Mod:Item:MetaData, Localized Name
tconstruct:slime_grass:5, Slimy Grass
tconstruct:slime_grass:6, Green Slimy Grass
tconstruct:slime_grass:7, Blue Slimy Grass
tconstruct:slime_grass:8, Purple Slimy Grass
tconstruct:slime_grass:9, Magma Slimy Grass
tconstruct:slime_grass:10, Slimy Grass
tconstruct:slime_grass:11, Green Slimy Grass
tconstruct:slime_grass:12, Blue Slimy Grass
tconstruct:slime_grass:13, Purple Slimy Grass
tconstruct:slime_grass:14, Magma Slimy Grass
tconstruct:slime_leaves:0, Slimy Leaves
tconstruct:slime_leaves:1, Slimy Leaves
tconstruct:slime_leaves:2, Slimy Leaves
tconstruct:slime_grass_tall:0, Tall Slimy Grass
tconstruct:slime_grass_tall:4, Tall Slimy Grass
tconstruct:slime_grass_tall:8, Tall Slimy Grass
tconstruct:slime_grass_tall:1, Slimy Fern
tconstruct:slime_grass_tall:5, Slimy Fern
tconstruct:slime_grass_tall:9, Slimy Fern
tconstruct:slime_sapling:0, Blue Slime Sapling
tconstruct:slime_sapling:1, Purple Slime Sapling
tconstruct:slime_sapling:2, Magma Slime Sapling
tconstruct:slime_vine_blue_end:0, Blue Slimy Vine
tconstruct:slime_vine_blue_mid:0, Blue Slimy Vine
tconstruct:slime_vine_blue:0, Blue Slimy Vine
tconstruct:slime_vine_purple_end:0, Purple Slimy Vine
tconstruct:slime_vine_purple_mid:0, Purple Slimy Vine
tconstruct:slime_vine_purple:0, Purple Slimy Vine
tconstruct:pattern:0, Blank Pattern
tconstruct:pattern:0, Arrow Head Pattern
tconstruct:pattern:0, Excavator Head Pattern
tconstruct:pattern:0, Bowlimb Pattern
tconstruct:pattern:0, Wide Guard Pattern
tconstruct:pattern:0, Tough Binding Pattern
tconstruct:pattern:0, Pickaxe Head Pattern
tconstruct:pattern:0, Tough Tool Rod Pattern
tconstruct:pattern:0, Sword Blade Pattern
tconstruct:pattern:0, Hammer Head Pattern
tconstruct:pattern:0, Scythe Head Pattern
tconstruct:pattern:0, Large Plate Pattern
tconstruct:pattern:0, Large Sword Blade Pattern
tconstruct:pattern:0, Arrow Shaft Pattern
tconstruct:pattern:0, Fletching Pattern
tconstruct:pattern:0, Kama Head Pattern
tconstruct:pattern:0, Knife Blade Pattern
tconstruct:pattern:0, Broad Axe Head Pattern
tconstruct:pattern:0, Binding Pattern
tconstruct:pattern:0, Shard Pattern
tconstruct:pattern:0, Hand Guard Pattern
tconstruct:pattern:0, Pan Pattern
tconstruct:pattern:0, Shovel Head Pattern
tconstruct:pattern:0, Axe Head Pattern
tconstruct:pattern:0, Cross Guard Pattern
tconstruct:pattern:0, Sign Plate Pattern
tconstruct:pattern:0, Tool Rod Pattern
tconstruct:pattern:0, Bowstring Pattern
tconstruct:pattern:0, Sharpening Kit Pattern
tconstruct:shard:0, Electrical Shard
tconstruct:shard:0, Energetic Shard
tconstruct:shard:0, Vibrant Shard
tconstruct:shard:0, Red Shard
tconstruct:shard:0, Conductive Shard
tconstruct:shard:0, Pulsating Shard
tconstruct:shard:0, Dark Shard
tconstruct:shard:0, Souled Shard
tconstruct:shard:0, Shard of the End
tconstruct:shard:0, Fake-Iron Shard
tconstruct:shard:0, Wooden Shard
tconstruct:shard:0, Stone Shard
tconstruct:shard:0, Flint Shard
tconstruct:shard:0, Cactus Shard
tconstruct:shard:0, Bone Shard
tconstruct:shard:0, Obsidian Shard
tconstruct:shard:0, Prismarine Shard
tconstruct:shard:0, End Shard
tconstruct:shard:0, Paper Shard
tconstruct:shard:0, Sponge Shard
tconstruct:shard:0, Firewood Shard
tconstruct:shard:0, Iron Shard
tconstruct:shard:0, Pig Iron Shard
tconstruct:shard:0, Knightslime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Magma Slime Shard
tconstruct:shard:0, Netherrack Shard
tconstruct:shard:0, Cobalt Shard
tconstruct:shard:0, Ardite Shard
tconstruct:shard:0, Manyullyn Shard
tconstruct:shard:0, Copper Shard
tconstruct:shard:0, Bronze Shard
tconstruct:shard:0, Lead Shard
tconstruct:shard:0, Silver Shard
tconstruct:shard:0, Electrum Shard
tconstruct:shard:0, Steel Shard
tconstruct:shard:0, Magical Wooden Shard
tconstruct:shard:0, Evil Infused Shard
tconstruct:shard:0, Enchanted Shard
tconstruct:shard:0, Demonic Shard
tconstruct:shard:0, Treated Wood Shard
tconstruct:shard:0, Constantan Shard
tconstruct:sharpening_kit:0, Electrical Sharpening Kit
tconstruct:sharpening_kit:0, Energetic Sharpening Kit
tconstruct:sharpening_kit:0, Vibrant Sharpening Kit
tconstruct:sharpening_kit:0, Red Sharpening Kit
tconstruct:sharpening_kit:0, Conductive Sharpening Kit
tconstruct:sharpening_kit:0, Pulsating Sharpening Kit
tconstruct:sharpening_kit:0, Dark Sharpening Kit
tconstruct:sharpening_kit:0, Souled Sharpening Kit
tconstruct:sharpening_kit:0, Sharpening Kit of the End
tconstruct:sharpening_kit:0, Fake-Iron Sharpening Kit
tconstruct:sharpening_kit:0, Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Stone Sharpening Kit
tconstruct:sharpening_kit:0, Flint Sharpening Kit
tconstruct:sharpening_kit:0, Cactus Sharpening Kit
tconstruct:sharpening_kit:0, Bone Sharpening Kit
tconstruct:sharpening_kit:0, Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Prismarine Sharpening Kit
tconstruct:sharpening_kit:0, End Sharpening Kit
tconstruct:sharpening_kit:0, Paper Sharpening Kit
tconstruct:sharpening_kit:0, Sponge Sharpening Kit
tconstruct:sharpening_kit:0, Firewood Sharpening Kit
tconstruct:sharpening_kit:0, Iron Sharpening Kit
tconstruct:sharpening_kit:0, Pig Iron Sharpening Kit
tconstruct:sharpening_kit:0, Knightslime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Magma Slime Sharpening Kit
tconstruct:sharpening_kit:0, Netherrack Sharpening Kit
tconstruct:sharpening_kit:0, Cobalt Sharpening Kit
tconstruct:sharpening_kit:0, Ardite Sharpening Kit
tconstruct:sharpening_kit:0, Manyullyn Sharpening Kit
tconstruct:sharpening_kit:0, Copper Sharpening Kit
tconstruct:sharpening_kit:0, Bronze Sharpening Kit
tconstruct:sharpening_kit:0, Lead Sharpening Kit
tconstruct:sharpening_kit:0, Silver Sharpening Kit
tconstruct:sharpening_kit:0, Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Steel Sharpening Kit
tconstruct:sharpening_kit:0, Magical Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Evil Infused Sharpening Kit
tconstruct:sharpening_kit:0, Enchanted Sharpening Kit
tconstruct:sharpening_kit:0, Demonic Sharpening Kit
tconstruct:sharpening_kit:0, Treated Wood Sharpening Kit
tconstruct:sharpening_kit:0, Constantan Sharpening Kit
tconstruct:pick_head:0, Electrical Pickaxe Head
tconstruct:pick_head:0, Energetic Pickaxe Head
tconstruct:pick_head:0, Vibrant Pickaxe Head
tconstruct:pick_head:0, Red Pickaxe Head
tconstruct:pick_head:0, Conductive Pickaxe Head
tconstruct:pick_head:0, Pulsating Pickaxe Head
tconstruct:pick_head:0, Dark Pickaxe Head
tconstruct:pick_head:0, Souled Pickaxe Head
tconstruct:pick_head:0, Pickaxe Head of the End
tconstruct:pick_head:0, Fake-Iron Pickaxe Head
tconstruct:pick_head:0, Wooden Pickaxe Head
tconstruct:pick_head:0, Stone Pickaxe Head
tconstruct:pick_head:0, Flint Pickaxe Head
tconstruct:pick_head:0, Cactus Pickaxe Head
tconstruct:pick_head:0, Bone Pickaxe Head
tconstruct:pick_head:0, Obsidian Pickaxe Head
tconstruct:pick_head:0, Prismarine Pickaxe Head
tconstruct:pick_head:0, End Pickaxe Head
tconstruct:pick_head:0, Paper Pickaxe Head
tconstruct:pick_head:0, Sponge Pickaxe Head
tconstruct:pick_head:0, Firewood Pickaxe Head
tconstruct:pick_head:0, Iron Pickaxe Head
tconstruct:pick_head:0, Pig Iron Pickaxe Head
tconstruct:pick_head:0, Knightslime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Magma Slime Pickaxe Head
tconstruct:pick_head:0, Netherrack Pickaxe Head
tconstruct:pick_head:0, Cobalt Pickaxe Head
tconstruct:pick_head:0, Ardite Pickaxe Head
tconstruct:pick_head:0, Manyullyn Pickaxe Head
tconstruct:pick_head:0, Copper Pickaxe Head
tconstruct:pick_head:0, Bronze Pickaxe Head
tconstruct:pick_head:0, Lead Pickaxe Head
tconstruct:pick_head:0, Silver Pickaxe Head
tconstruct:pick_head:0, Electrum Pickaxe Head
tconstruct:pick_head:0, Steel Pickaxe Head
tconstruct:pick_head:0, Magical Wooden Pickaxe Head
tconstruct:pick_head:0, Evil Infused Pickaxe Head
tconstruct:pick_head:0, Enchanted Pickaxe Head
tconstruct:pick_head:0, Demonic Pickaxe Head
tconstruct:pick_head:0, Treated Wood Pickaxe Head
tconstruct:pick_head:0, Constantan Pickaxe Head
tconstruct:shovel_head:0, Electrical Shovel Head
tconstruct:shovel_head:0, Energetic Shovel Head
tconstruct:shovel_head:0, Vibrant Shovel Head
tconstruct:shovel_head:0, Red Shovel Head
tconstruct:shovel_head:0, Conductive Shovel Head
tconstruct:shovel_head:0, Pulsating Shovel Head
tconstruct:shovel_head:0, Dark Shovel Head
tconstruct:shovel_head:0, Souled Shovel Head
tconstruct:shovel_head:0, Shovel Head of the End
tconstruct:shovel_head:0, Fake-Iron Shovel Head
tconstruct:shovel_head:0, Wooden Shovel Head
tconstruct:shovel_head:0, Stone Shovel Head
tconstruct:shovel_head:0, Flint Shovel Head
tconstruct:shovel_head:0, Cactus Shovel Head
tconstruct:shovel_head:0, Bone Shovel Head
tconstruct:shovel_head:0, Obsidian Shovel Head
tconstruct:shovel_head:0, Prismarine Shovel Head
tconstruct:shovel_head:0, End Shovel Head
tconstruct:shovel_head:0, Paper Shovel Head
tconstruct:shovel_head:0, Sponge Shovel Head
tconstruct:shovel_head:0, Firewood Shovel Head
tconstruct:shovel_head:0, Iron Shovel Head
tconstruct:shovel_head:0, Pig Iron Shovel Head
tconstruct:shovel_head:0, Knightslime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Magma Slime Shovel Head
tconstruct:shovel_head:0, Netherrack Shovel Head
tconstruct:shovel_head:0, Cobalt Shovel Head
tconstruct:shovel_head:0, Ardite Shovel Head
tconstruct:shovel_head:0, Manyullyn Shovel Head
tconstruct:shovel_head:0, Copper Shovel Head
tconstruct:shovel_head:0, Bronze Shovel Head
tconstruct:shovel_head:0, Lead Shovel Head
tconstruct:shovel_head:0, Silver Shovel Head
tconstruct:shovel_head:0, Electrum Shovel Head
tconstruct:shovel_head:0, Steel Shovel Head
tconstruct:shovel_head:0, Magical Wooden Shovel Head
tconstruct:shovel_head:0, Evil Infused Shovel Head
tconstruct:shovel_head:0, Enchanted Shovel Head
tconstruct:shovel_head:0, Demonic Shovel Head
tconstruct:shovel_head:0, Treated Wood Shovel Head
tconstruct:shovel_head:0, Constantan Shovel Head
tconstruct:axe_head:0, Electrical Axe Head
tconstruct:axe_head:0, Energetic Axe Head
tconstruct:axe_head:0, Vibrant Axe Head
tconstruct:axe_head:0, Red Axe Head
tconstruct:axe_head:0, Conductive Axe Head
tconstruct:axe_head:0, Pulsating Axe Head
tconstruct:axe_head:0, Dark Axe Head
tconstruct:axe_head:0, Souled Axe Head
tconstruct:axe_head:0, Axe Head of the End
tconstruct:axe_head:0, Fake-Iron Axe Head
tconstruct:axe_head:0, Wooden Axe Head
tconstruct:axe_head:0, Stone Axe Head
tconstruct:axe_head:0, Flint Axe Head
tconstruct:axe_head:0, Cactus Axe Head
tconstruct:axe_head:0, Bone Axe Head
tconstruct:axe_head:0, Obsidian Axe Head
tconstruct:axe_head:0, Prismarine Axe Head
tconstruct:axe_head:0, End Axe Head
tconstruct:axe_head:0, Paper Axe Head
tconstruct:axe_head:0, Sponge Axe Head
tconstruct:axe_head:0, Firewood Axe Head
tconstruct:axe_head:0, Iron Axe Head
tconstruct:axe_head:0, Pig Iron Axe Head
tconstruct:axe_head:0, Knightslime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Magma Slime Axe Head
tconstruct:axe_head:0, Netherrack Axe Head
tconstruct:axe_head:0, Cobalt Axe Head
tconstruct:axe_head:0, Ardite Axe Head
tconstruct:axe_head:0, Manyullyn Axe Head
tconstruct:axe_head:0, Copper Axe Head
tconstruct:axe_head:0, Bronze Axe Head
tconstruct:axe_head:0, Lead Axe Head
tconstruct:axe_head:0, Silver Axe Head
tconstruct:axe_head:0, Electrum Axe Head
tconstruct:axe_head:0, Steel Axe Head
tconstruct:axe_head:0, Magical Wooden Axe Head
tconstruct:axe_head:0, Evil Infused Axe Head
tconstruct:axe_head:0, Enchanted Axe Head
tconstruct:axe_head:0, Demonic Axe Head
tconstruct:axe_head:0, Treated Wood Axe Head
tconstruct:axe_head:0, Constantan Axe Head
tconstruct:broad_axe_head:0, Electrical Broad Axe Head
tconstruct:broad_axe_head:0, Energetic Broad Axe Head
tconstruct:broad_axe_head:0, Vibrant Broad Axe Head
tconstruct:broad_axe_head:0, Red Broad Axe Head
tconstruct:broad_axe_head:0, Conductive Broad Axe Head
tconstruct:broad_axe_head:0, Pulsating Broad Axe Head
tconstruct:broad_axe_head:0, Dark Broad Axe Head
tconstruct:broad_axe_head:0, Souled Broad Axe Head
tconstruct:broad_axe_head:0, Broad Axe Head of the End
tconstruct:broad_axe_head:0, Fake-Iron Broad Axe Head
tconstruct:broad_axe_head:0, Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Stone Broad Axe Head
tconstruct:broad_axe_head:0, Flint Broad Axe Head
tconstruct:broad_axe_head:0, Cactus Broad Axe Head
tconstruct:broad_axe_head:0, Bone Broad Axe Head
tconstruct:broad_axe_head:0, Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Prismarine Broad Axe Head
tconstruct:broad_axe_head:0, End Broad Axe Head
tconstruct:broad_axe_head:0, Paper Broad Axe Head
tconstruct:broad_axe_head:0, Sponge Broad Axe Head
tconstruct:broad_axe_head:0, Firewood Broad Axe Head
tconstruct:broad_axe_head:0, Iron Broad Axe Head
tconstruct:broad_axe_head:0, Pig Iron Broad Axe Head
tconstruct:broad_axe_head:0, Knightslime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Magma Slime Broad Axe Head
tconstruct:broad_axe_head:0, Netherrack Broad Axe Head
tconstruct:broad_axe_head:0, Cobalt Broad Axe Head
tconstruct:broad_axe_head:0, Ardite Broad Axe Head
tconstruct:broad_axe_head:0, Manyullyn Broad Axe Head
tconstruct:broad_axe_head:0, Copper Broad Axe Head
tconstruct:broad_axe_head:0, Bronze Broad Axe Head
tconstruct:broad_axe_head:0, Lead Broad Axe Head
tconstruct:broad_axe_head:0, Silver Broad Axe Head
tconstruct:broad_axe_head:0, Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Steel Broad Axe Head
tconstruct:broad_axe_head:0, Magical Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Evil Infused Broad Axe Head
tconstruct:broad_axe_head:0, Enchanted Broad Axe Head
tconstruct:broad_axe_head:0, Demonic Broad Axe Head
tconstruct:broad_axe_head:0, Treated Wood Broad Axe Head
tconstruct:broad_axe_head:0, Constantan Broad Axe Head
tconstruct:sword_blade:0, Electrical Sword Blade
tconstruct:sword_blade:0, Energetic Sword Blade
tconstruct:sword_blade:0, Vibrant Sword Blade
tconstruct:sword_blade:0, Red Sword Blade
tconstruct:sword_blade:0, Conductive Sword Blade
tconstruct:sword_blade:0, Pulsating Sword Blade
tconstruct:sword_blade:0, Dark Sword Blade
tconstruct:sword_blade:0, Souled Sword Blade
tconstruct:sword_blade:0, Sword Blade of the End
tconstruct:sword_blade:0, Fake-Iron Sword Blade
tconstruct:sword_blade:0, Wooden Sword Blade
tconstruct:sword_blade:0, Stone Sword Blade
tconstruct:sword_blade:0, Flint Sword Blade
tconstruct:sword_blade:0, Cactus Sword Blade
tconstruct:sword_blade:0, Bone Sword Blade
tconstruct:sword_blade:0, Obsidian Sword Blade
tconstruct:sword_blade:0, Prismarine Sword Blade
tconstruct:sword_blade:0, End Sword Blade
tconstruct:sword_blade:0, Paper Sword Blade
tconstruct:sword_blade:0, Sponge Sword Blade
tconstruct:sword_blade:0, Firewood Sword Blade
tconstruct:sword_blade:0, Iron Sword Blade
tconstruct:sword_blade:0, Pig Iron Sword Blade
tconstruct:sword_blade:0, Knightslime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Magma Slime Sword Blade
tconstruct:sword_blade:0, Netherrack Sword Blade
tconstruct:sword_blade:0, Cobalt Sword Blade
tconstruct:sword_blade:0, Ardite Sword Blade
tconstruct:sword_blade:0, Manyullyn Sword Blade
tconstruct:sword_blade:0, Copper Sword Blade
tconstruct:sword_blade:0, Bronze Sword Blade
tconstruct:sword_blade:0, Lead Sword Blade
tconstruct:sword_blade:0, Silver Sword Blade
tconstruct:sword_blade:0, Electrum Sword Blade
tconstruct:sword_blade:0, Steel Sword Blade
tconstruct:sword_blade:0, Magical Wooden Sword Blade
tconstruct:sword_blade:0, Evil Infused Sword Blade
tconstruct:sword_blade:0, Enchanted Sword Blade
tconstruct:sword_blade:0, Demonic Sword Blade
tconstruct:sword_blade:0, Treated Wood Sword Blade
tconstruct:sword_blade:0, Constantan Sword Blade
tconstruct:large_sword_blade:0, Electrical Large Sword Blade
tconstruct:large_sword_blade:0, Energetic Large Sword Blade
tconstruct:large_sword_blade:0, Vibrant Large Sword Blade
tconstruct:large_sword_blade:0, Red Large Sword Blade
tconstruct:large_sword_blade:0, Conductive Large Sword Blade
tconstruct:large_sword_blade:0, Pulsating Large Sword Blade
tconstruct:large_sword_blade:0, Dark Large Sword Blade
tconstruct:large_sword_blade:0, Souled Large Sword Blade
tconstruct:large_sword_blade:0, Large Sword Blade of the End
tconstruct:large_sword_blade:0, Fake-Iron Large Sword Blade
tconstruct:large_sword_blade:0, Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Stone Large Sword Blade
tconstruct:large_sword_blade:0, Flint Large Sword Blade
tconstruct:large_sword_blade:0, Cactus Large Sword Blade
tconstruct:large_sword_blade:0, Bone Large Sword Blade
tconstruct:large_sword_blade:0, Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Prismarine Large Sword Blade
tconstruct:large_sword_blade:0, End Large Sword Blade
tconstruct:large_sword_blade:0, Paper Large Sword Blade
